"","Replicate","Population","Cage_Number","Diet","Treatment","Day","Sex","Death","Initial density"
"723","2","H3","6α","CY/CY","Fungal",3,"M",0,62
"724","2","H3","6α","CY/CY","Fungal",4,"M",0,62
"725","2","H3","6α","CY/CY","Fungal",5,"M",1,62
"726","2","H3","6α","CY/CY","Fungal",6,"M",0,62
"727","2","H3","6α","CY/CY","Fungal",7,"M",0,62
"728","2","H3","6α","CY/CY","Fungal",8,"M",0,62
"729","2","H3","6α","CY/CY","Fungal",9,"M",2,62
"730","2","H3","6α","CY/CY","Fungal",10,"M",3,62
"731","2","H3","6α","CY/CY","Fungal",11,"M",3,62
"732","2","H3","6α","CY/CY","Fungal",12,"M",3,62
"733","2","H3","6α","CY/CY","Fungal",1,"F",1,66
"734","2","H3","6α","CY/CY","Fungal",2,"F",0,66
"735","2","H3","6α","CY/CY","Fungal",3,"F",0,66
"736","2","H3","6α","CY/CY","Fungal",4,"F",0,66
"737","2","H3","6α","CY/CY","Fungal",5,"F",2,66
"738","2","H3","6α","CY/CY","Fungal",6,"F",0,66
"739","2","H3","6α","CY/CY","Fungal",7,"F",0,66
"740","2","H3","6α","CY/CY","Fungal",8,"F",2,66
"741","2","H3","6α","CY/CY","Fungal",9,"F",3,66
"742","2","H3","6α","CY/CY","Fungal",10,"F",0,66
"743","2","H3","6α","CY/CY","Fungal",11,"F",2,66
"744","2","H3","6α","CY/CY","Fungal",12,"F",5,66
"745","2","H3","6β","CY/CY","Fungal",1,"M",0,61
"746","2","H3","6β","CY/CY","Fungal",2,"M",0,61
"747","2","H3","6β","CY/CY","Fungal",3,"M",0,61
"748","2","H3","6β","CY/CY","Fungal",4,"M",0,61
"749","2","H3","6β","CY/CY","Fungal",5,"M",0,61
"750","2","H3","6β","CY/CY","Fungal",6,"M",0,61
"751","2","H3","6β","CY/CY","Fungal",7,"M",0,61
"752","2","H3","6β","CY/CY","Fungal",8,"M",0,61
"753","2","H3","6β","CY/CY","Fungal",9,"M",2,61
"754","2","H3","6β","CY/CY","Fungal",10,"M",0,61
"755","2","H3","6β","CY/CY","Fungal",11,"M",1,61
"756","2","H3","6β","CY/CY","Fungal",12,"M",3,61
"757","2","H3","6β","CY/CY","Fungal",1,"F",0,63
"758","2","H3","6β","CY/CY","Fungal",2,"F",0,63
"759","2","H3","6β","CY/CY","Fungal",3,"F",0,63
"760","2","H3","6β","CY/CY","Fungal",4,"F",1,63
"761","2","H3","6β","CY/CY","Fungal",5,"F",0,63
"762","2","H3","6β","CY/CY","Fungal",6,"F",0,63
"763","2","H3","6β","CY/CY","Fungal",7,"F",0,63
"764","2","H3","6β","CY/CY","Fungal",8,"F",1,63
"765","2","H3","6β","CY/CY","Fungal",9,"F",1,63
"766","2","H3","6β","CY/CY","Fungal",10,"F",1,63
"767","2","H3","6β","CY/CY","Fungal",11,"F",3,63
"768","2","H3","6β","CY/CY","Fungal",12,"F",5,63
"769","2","H3","7α","CY/C","Fungal",1,"M",0,67
"770","2","H3","7α","CY/C","Fungal",2,"M",0,67
"771","2","H3","7α","CY/C","Fungal",3,"M",0,67
"772","2","H3","7α","CY/C","Fungal",4,"M",0,67
"773","2","H3","7α","CY/C","Fungal",5,"M",1,67
"774","2","H3","7α","CY/C","Fungal",6,"M",0,67
"775","2","H3","7α","CY/C","Fungal",7,"M",4,67
"776","2","H3","7α","CY/C","Fungal",8,"M",1,67
"777","2","H3","7α","CY/C","Fungal",9,"M",1,67
"778","2","H3","7α","CY/C","Fungal",10,"M",2,67
"779","2","H3","7α","CY/C","Fungal",11,"M",5,67
"780","2","H3","7α","CY/C","Fungal",12,"M",6,67
"781","2","H3","7α","CY/C","Fungal",1,"F",0,65
"782","2","H3","7α","CY/C","Fungal",2,"F",0,65
"783","2","H3","7α","CY/C","Fungal",3,"F",1,65
"784","2","H3","7α","CY/C","Fungal",4,"F",0,65
"785","2","H3","7α","CY/C","Fungal",5,"F",1,65
"786","2","H3","7α","CY/C","Fungal",6,"F",3,65
"787","2","H3","7α","CY/C","Fungal",7,"F",3,65
"788","2","H3","7α","CY/C","Fungal",8,"F",4,65
"789","2","H3","7α","CY/C","Fungal",9,"F",3,65
"790","2","H3","7α","CY/C","Fungal",10,"F",4,65
"791","2","H3","7α","CY/C","Fungal",11,"F",5,65
"792","2","H3","7α","CY/C","Fungal",12,"F",5,65
"793","2","H3","7β","CY/C","Fungal",1,"M",0,61
"794","2","H3","7β","CY/C","Fungal",2,"M",0,61
"795","2","H3","7β","CY/C","Fungal",3,"M",0,61
"796","2","H3","7β","CY/C","Fungal",4,"M",0,61
"797","2","H3","7β","CY/C","Fungal",5,"M",0,61
"798","2","H3","7β","CY/C","Fungal",6,"M",0,61
"799","2","H3","7β","CY/C","Fungal",7,"M",3,61
"800","2","H3","7β","CY/C","Fungal",8,"M",1,61
"801","2","H3","7β","CY/C","Fungal",9,"M",4,61
"802","2","H3","7β","CY/C","Fungal",10,"M",5,61
"803","2","H3","7β","CY/C","Fungal",11,"M",6,61
"804","2","H3","7β","CY/C","Fungal",12,"M",4,61
"805","2","H3","7β","CY/C","Fungal",1,"F",0,68
"806","2","H3","7β","CY/C","Fungal",2,"F",1,68
"807","2","H3","7β","CY/C","Fungal",3,"F",0,68
"808","2","H3","7β","CY/C","Fungal",4,"F",0,68
"809","2","H3","7β","CY/C","Fungal",5,"F",2,68
"810","2","H3","7β","CY/C","Fungal",6,"F",2,68
"811","2","H3","7β","CY/C","Fungal",7,"F",3,68
"812","2","H3","7β","CY/C","Fungal",8,"F",6,68
"813","2","H3","7β","CY/C","Fungal",9,"F",7,68
"814","2","H3","7β","CY/C","Fungal",10,"F",3,68
"815","2","H3","7β","CY/C","Fungal",11,"F",2,68
"816","2","H3","7β","CY/C","Fungal",12,"F",4,68
"817","2","H3","8α","C/CY","Fungal",1,"M",0,65
"818","2","H3","8α","C/CY","Fungal",2,"M",0,65
"819","2","H3","8α","C/CY","Fungal",3,"M",1,65
"820","2","H3","8α","C/CY","Fungal",4,"M",0,65
"821","2","H3","8α","C/CY","Fungal",5,"M",0,65
"822","2","H3","8α","C/CY","Fungal",6,"M",0,65
"823","2","H3","8α","C/CY","Fungal",7,"M",0,65
"824","2","H3","8α","C/CY","Fungal",8,"M",2,65
"825","2","H3","8α","C/CY","Fungal",9,"M",2,65
"826","2","H3","8α","C/CY","Fungal",10,"M",4,65
"827","2","H3","8α","C/CY","Fungal",11,"M",7,65
"828","2","H3","8α","C/CY","Fungal",12,"M",7,65
"829","2","H3","8α","C/CY","Fungal",1,"F",0,71
"830","2","H3","8α","C/CY","Fungal",2,"F",0,71
"831","2","H3","8α","C/CY","Fungal",3,"F",1,71
"832","2","H3","8α","C/CY","Fungal",4,"F",1,71
"833","2","H3","8α","C/CY","Fungal",5,"F",0,71
"834","2","H3","8α","C/CY","Fungal",6,"F",6,71
"835","2","H3","8α","C/CY","Fungal",7,"F",5,71
"836","2","H3","8α","C/CY","Fungal",8,"F",5,71
"837","2","H3","8α","C/CY","Fungal",9,"F",4,71
"838","2","H3","8α","C/CY","Fungal",10,"F",3,71
"839","2","H3","8α","C/CY","Fungal",11,"F",2,71
"840","2","H3","8α","C/CY","Fungal",12,"F",4,71
"841","2","H3","8β","C/CY","Fungal",1,"M",0,67
"842","2","H3","8β","C/CY","Fungal",2,"M",0,67
"843","2","H3","8β","C/CY","Fungal",3,"M",0,67
"844","2","H3","8β","C/CY","Fungal",4,"M",0,67
"845","2","H3","8β","C/CY","Fungal",5,"M",0,67
"846","2","H3","8β","C/CY","Fungal",6,"M",1,67
"847","2","H3","8β","C/CY","Fungal",7,"M",0,67
"848","2","H3","8β","C/CY","Fungal",8,"M",1,67
"849","2","H3","8β","C/CY","Fungal",9,"M",3,67
"850","2","H3","8β","C/CY","Fungal",10,"M",4,67
"851","2","H3","8β","C/CY","Fungal",11,"M",9,67
"852","2","H3","8β","C/CY","Fungal",12,"M",3,67
"853","2","H3","8β","C/CY","Fungal",1,"F",0,62
"854","2","H3","8β","C/CY","Fungal",2,"F",0,62
"855","2","H3","8β","C/CY","Fungal",3,"F",0,62
"856","2","H3","8β","C/CY","Fungal",4,"F",0,62
"857","2","H3","8β","C/CY","Fungal",5,"F",0,62
"858","2","H3","8β","C/CY","Fungal",6,"F",3,62
"859","2","H3","8β","C/CY","Fungal",7,"F",3,62
"860","2","H3","8β","C/CY","Fungal",8,"F",4,62
"861","2","H3","8β","C/CY","Fungal",9,"F",4,62
"862","2","H3","8β","C/CY","Fungal",10,"F",6,62
"863","2","H3","8β","C/CY","Fungal",11,"F",7,62
"864","2","H3","8β","C/CY","Fungal",12,"F",2,62
"865","2","H3","9α","C/C","Fungal",1,"M",0,73
"866","2","H3","9α","C/C","Fungal",2,"M",0,73
"867","2","H3","9α","C/C","Fungal",3,"M",0,73
"868","2","H3","9α","C/C","Fungal",4,"M",0,73
"869","2","H3","9α","C/C","Fungal",5,"M",0,73
"870","2","H3","9α","C/C","Fungal",6,"M",5,73
"871","2","H3","9α","C/C","Fungal",7,"M",2,73
"872","2","H3","9α","C/C","Fungal",8,"M",4,73
"873","2","H3","9α","C/C","Fungal",9,"M",11,73
"874","2","H3","9α","C/C","Fungal",10,"M",9,73
"875","2","H3","9α","C/C","Fungal",11,"M",10,73
"876","2","H3","9α","C/C","Fungal",12,"M",8,73
"877","2","H3","9α","C/C","Fungal",1,"F",0,70
"878","2","H3","9α","C/C","Fungal",2,"F",0,70
"879","2","H3","9α","C/C","Fungal",3,"F",1,70
"880","2","H3","9α","C/C","Fungal",4,"F",0,70
"881","2","H3","9α","C/C","Fungal",5,"F",1,70
"882","2","H3","9α","C/C","Fungal",6,"F",3,70
"883","2","H3","9α","C/C","Fungal",7,"F",8,70
"884","2","H3","9α","C/C","Fungal",8,"F",14,70
"885","2","H3","9α","C/C","Fungal",9,"F",9,70
"886","2","H3","9α","C/C","Fungal",10,"F",6,70
"887","2","H3","9α","C/C","Fungal",11,"F",5,70
"888","2","H3","9α","C/C","Fungal",12,"F",7,70
"889","2","H3","9β","C/C","Fungal",1,"M",1,53
"890","2","H3","9β","C/C","Fungal",2,"M",0,53
"891","2","H3","9β","C/C","Fungal",3,"M",1,53
"892","2","H3","9β","C/C","Fungal",4,"M",0,53
"893","2","H3","9β","C/C","Fungal",5,"M",0,53
"894","2","H3","9β","C/C","Fungal",6,"M",5,53
"895","2","H3","9β","C/C","Fungal",7,"M",0,53
"896","2","H3","9β","C/C","Fungal",8,"M",5,53
"897","2","H3","9β","C/C","Fungal",9,"M",7,53
"898","2","H3","9β","C/C","Fungal",10,"M",8,53
"899","2","H3","9β","C/C","Fungal",11,"M",5,53
"900","2","H3","9β","C/C","Fungal",12,"M",4,53
"901","2","H3","9β","C/C","Fungal",1,"F",0,67
"902","2","H3","9β","C/C","Fungal",2,"F",0,67
"903","2","H3","9β","C/C","Fungal",3,"F",1,67
"904","2","H3","9β","C/C","Fungal",4,"F",0,67
"905","2","H3","9β","C/C","Fungal",5,"F",0,67
"906","2","H3","9β","C/C","Fungal",6,"F",3,67
"907","2","H3","9β","C/C","Fungal",7,"F",14,67
"908","2","H3","9β","C/C","Fungal",8,"F",10,67
"909","2","H3","9β","C/C","Fungal",9,"F",6,67
"910","2","H3","9β","C/C","Fungal",10,"F",9,67
"911","2","H3","9β","C/C","Fungal",11,"F",2,67
"912","2","H3","9β","C/C","Fungal",12,"F",2,67
"913","2","H3","10α","G/G","Fungal",1,"M",0,71
"914","2","H3","10α","G/G","Fungal",2,"M",0,71
"915","2","H3","10α","G/G","Fungal",3,"M",0,71
"916","2","H3","10α","G/G","Fungal",4,"M",1,71
"917","2","H3","10α","G/G","Fungal",5,"M",2,71
"918","2","H3","10α","G/G","Fungal",6,"M",0,71
"919","2","H3","10α","G/G","Fungal",7,"M",0,71
"920","2","H3","10α","G/G","Fungal",8,"M",1,71
"921","2","H3","10α","G/G","Fungal",9,"M",0,71
"922","2","H3","10α","G/G","Fungal",10,"M",3,71
"923","2","H3","10α","G/G","Fungal",11,"M",0,71
"924","2","H3","10α","G/G","Fungal",12,"M",0,71
"925","2","H3","10α","G/G","Fungal",1,"F",1,71
"926","2","H3","10α","G/G","Fungal",2,"F",0,71
"927","2","H3","10α","G/G","Fungal",3,"F",0,71
"928","2","H3","10α","G/G","Fungal",4,"F",0,71
"929","2","H3","10α","G/G","Fungal",5,"F",1,71
"930","2","H3","10α","G/G","Fungal",6,"F",2,71
"931","2","H3","10α","G/G","Fungal",7,"F",3,71
"932","2","H3","10α","G/G","Fungal",8,"F",9,71
"933","2","H3","10α","G/G","Fungal",9,"F",3,71
"934","2","H3","10α","G/G","Fungal",10,"F",10,71
"935","2","H3","10α","G/G","Fungal",11,"F",4,71
"936","2","H3","10α","G/G","Fungal",12,"F",4,71
"937","2","H3","10β","G/G","Fungal",1,"M",0,35
"938","2","H3","10β","G/G","Fungal",2,"M",1,35
"939","2","H3","10β","G/G","Fungal",3,"M",0,35
"940","2","H3","10β","G/G","Fungal",4,"M",0,35
"941","2","H3","10β","G/G","Fungal",5,"M",1,35
"942","2","H3","10β","G/G","Fungal",6,"M",0,35
"943","2","H3","10β","G/G","Fungal",7,"M",0,35
"944","2","H3","10β","G/G","Fungal",8,"M",0,35
"945","2","H3","10β","G/G","Fungal",9,"M",0,35
"946","2","H3","10β","G/G","Fungal",10,"M",0,35
"947","2","H3","10β","G/G","Fungal",11,"M",0,35
"948","2","H3","10β","G/G","Fungal",12,"M",0,35
"949","2","H3","10β","G/G","Fungal",1,"F",0,60
"950","2","H3","10β","G/G","Fungal",2,"F",0,60
"951","2","H3","10β","G/G","Fungal",3,"F",0,60
"952","2","H3","10β","G/G","Fungal",4,"F",0,60
"953","2","H3","10β","G/G","Fungal",5,"F",2,60
"954","2","H3","10β","G/G","Fungal",6,"F",4,60
"955","2","H3","10β","G/G","Fungal",7,"F",7,60
"956","2","H3","10β","G/G","Fungal",8,"F",7,60
"957","2","H3","10β","G/G","Fungal",9,"F",6,60
"958","2","H3","10β","G/G","Fungal",10,"F",4,60
"959","2","H3","10β","G/G","Fungal",11,"F",3,60
"960","2","H3","10β","G/G","Fungal",12,"F",3,60
"961","3","H3","1α","CY/CY","Control",1,"M",1,60
"962","3","H3","1α","CY/CY","Control",2,"M",0,60
"963","3","H3","1α","CY/CY","Control",3,"M",0,60
"964","3","H3","1α","CY/CY","Control",4,"M",0,60
"965","3","H3","1α","CY/CY","Control",5,"M",0,60
"966","3","H3","1α","CY/CY","Control",6,"M",0,60
"967","3","H3","1α","CY/CY","Control",7,"M",0,60
"968","3","H3","1α","CY/CY","Control",8,"M",0,60
"969","3","H3","1α","CY/CY","Control",9,"M",3,60
"970","3","H3","1α","CY/CY","Control",10,"M",0,60
"971","3","H3","1α","CY/CY","Control",11,"M",0,60
"972","3","H3","1α","CY/CY","Control",12,"M",0,60
"973","3","H3","1α","CY/CY","Control",1,"F",0,68
"974","3","H3","1α","CY/CY","Control",2,"F",0,68
"975","3","H3","1α","CY/CY","Control",3,"F",0,68
"976","3","H3","1α","CY/CY","Control",4,"F",0,68
"977","3","H3","1α","CY/CY","Control",5,"F",0,68
"978","3","H3","1α","CY/CY","Control",6,"F",0,68
"979","3","H3","1α","CY/CY","Control",7,"F",0,68
"980","3","H3","1α","CY/CY","Control",8,"F",0,68
"981","3","H3","1α","CY/CY","Control",9,"F",0,68
"982","3","H3","1α","CY/CY","Control",10,"F",0,68
"983","3","H3","1α","CY/CY","Control",11,"F",0,68
"984","3","H3","1α","CY/CY","Control",12,"F",2,68
"985","3","H3","1β","CY/CY","Control",1,"M",0,65
"986","3","H3","1β","CY/CY","Control",2,"M",0,65
"987","3","H3","1β","CY/CY","Control",3,"M",0,65
"988","3","H3","1β","CY/CY","Control",4,"M",0,65
"989","3","H3","1β","CY/CY","Control",5,"M",1,65
"990","3","H3","1β","CY/CY","Control",6,"M",0,65
"991","3","H3","1β","CY/CY","Control",7,"M",1,65
"992","3","H3","1β","CY/CY","Control",8,"M",0,65
"993","3","H3","1β","CY/CY","Control",9,"M",0,65
"994","3","H3","1β","CY/CY","Control",10,"M",0,65
"995","3","H3","1β","CY/CY","Control",11,"M",0,65
"996","3","H3","1β","CY/CY","Control",12,"M",0,65
"997","3","H3","1β","CY/CY","Control",1,"F",0,65
"998","3","H3","1β","CY/CY","Control",2,"F",0,65
"999","3","H3","1β","CY/CY","Control",3,"F",0,65
"1000","3","H3","1β","CY/CY","Control",4,"F",0,65
"1001","3","H3","1β","CY/CY","Control",5,"F",0,65
"1002","3","H3","1β","CY/CY","Control",6,"F",0,65
"1003","3","H3","1β","CY/CY","Control",7,"F",0,65
"1004","3","H3","1β","CY/CY","Control",8,"F",0,65
"1005","3","H3","1β","CY/CY","Control",9,"F",0,65
"1006","3","H3","1β","CY/CY","Control",10,"F",0,65
"1007","3","H3","1β","CY/CY","Control",11,"F",0,65
"1008","3","H3","1β","CY/CY","Control",12,"F",0,65
"1009","3","H3","2α","CY/C","Control",1,"M",3,75
"1010","3","H3","2α","CY/C","Control",2,"M",0,75
"1011","3","H3","2α","CY/C","Control",3,"M",0,75
"1012","3","H3","2α","CY/C","Control",4,"M",0,75
"1013","3","H3","2α","CY/C","Control",5,"M",0,75
"1014","3","H3","2α","CY/C","Control",6,"M",0,75
"1015","3","H3","2α","CY/C","Control",7,"M",0,75
"1016","3","H3","2α","CY/C","Control",8,"M",0,75
"1017","3","H3","2α","CY/C","Control",9,"M",0,75
"1018","3","H3","2α","CY/C","Control",10,"M",0,75
"1019","3","H3","2α","CY/C","Control",11,"M",0,75
"1020","3","H3","2α","CY/C","Control",12,"M",1,75
"1021","3","H3","2α","CY/C","Control",1,"F",3,65
"1022","3","H3","2α","CY/C","Control",2,"F",0,65
"1023","3","H3","2α","CY/C","Control",3,"F",0,65
"1024","3","H3","2α","CY/C","Control",4,"F",1,65
"1025","3","H3","2α","CY/C","Control",5,"F",0,65
"1026","3","H3","2α","CY/C","Control",6,"F",0,65
"1027","3","H3","2α","CY/C","Control",7,"F",0,65
"1028","3","H3","2α","CY/C","Control",8,"F",0,65
"1029","3","H3","2α","CY/C","Control",9,"F",0,65
"1030","3","H3","2α","CY/C","Control",10,"F",0,65
"1031","3","H3","2α","CY/C","Control",11,"F",0,65
"1032","3","H3","2α","CY/C","Control",12,"F",0,65
"1033","3","H3","2β","CY/C","Control",1,"M",0,68
"1034","3","H3","2β","CY/C","Control",2,"M",0,68
"1035","3","H3","2β","CY/C","Control",3,"M",0,68
"1036","3","H3","2β","CY/C","Control",4,"M",0,68
"1037","3","H3","2β","CY/C","Control",5,"M",0,68
"1038","3","H3","2β","CY/C","Control",6,"M",0,68
"1039","3","H3","2β","CY/C","Control",7,"M",0,68
"1040","3","H3","2β","CY/C","Control",8,"M",0,68
"1041","3","H3","2β","CY/C","Control",9,"M",0,68
"1042","3","H3","2β","CY/C","Control",10,"M",0,68
"1043","3","H3","2β","CY/C","Control",11,"M",1,68
"1044","3","H3","2β","CY/C","Control",12,"M",0,68
"1045","3","H3","2β","CY/C","Control",1,"F",1,72
"1046","3","H3","2β","CY/C","Control",2,"F",0,72
"1047","3","H3","2β","CY/C","Control",3,"F",0,72
"1048","3","H3","2β","CY/C","Control",4,"F",1,72
"1049","3","H3","2β","CY/C","Control",5,"F",0,72
"1050","3","H3","2β","CY/C","Control",6,"F",0,72
"1051","3","H3","2β","CY/C","Control",7,"F",0,72
"1052","3","H3","2β","CY/C","Control",8,"F",0,72
"1053","3","H3","2β","CY/C","Control",9,"F",1,72
"1054","3","H3","2β","CY/C","Control",10,"F",0,72
"1055","3","H3","2β","CY/C","Control",11,"F",0,72
"1056","3","H3","2β","CY/C","Control",12,"F",0,72
"1057","3","H3","3α","C/CY","Control",1,"M",1,71
"1058","3","H3","3α","C/CY","Control",2,"M",1,71
"1059","3","H3","3α","C/CY","Control",3,"M",0,71
"1060","3","H3","3α","C/CY","Control",4,"M",0,71
"1061","3","H3","3α","C/CY","Control",5,"M",0,71
"1062","3","H3","3α","C/CY","Control",6,"M",0,71
"1063","3","H3","3α","C/CY","Control",7,"M",0,71
"1064","3","H3","3α","C/CY","Control",8,"M",0,71
"1065","3","H3","3α","C/CY","Control",9,"M",0,71
"1066","3","H3","3α","C/CY","Control",10,"M",0,71
"1067","3","H3","3α","C/CY","Control",11,"M",0,71
"1068","3","H3","3α","C/CY","Control",12,"M",0,71
"1069","3","H3","3α","C/CY","Control",1,"F",1,68
"1070","3","H3","3α","C/CY","Control",2,"F",0,68
"1071","3","H3","3α","C/CY","Control",3,"F",0,68
"1072","3","H3","3α","C/CY","Control",4,"F",0,68
"1073","3","H3","3α","C/CY","Control",5,"F",0,68
"1074","3","H3","3α","C/CY","Control",6,"F",1,68
"1075","3","H3","3α","C/CY","Control",7,"F",0,68
"1076","3","H3","3α","C/CY","Control",8,"F",0,68
"1077","3","H3","3α","C/CY","Control",9,"F",0,68
"1078","3","H3","3α","C/CY","Control",10,"F",0,68
"1079","3","H3","3α","C/CY","Control",11,"F",0,68
"1080","3","H3","3α","C/CY","Control",12,"F",0,68
"1081","3","H3","3β","C/CY","Control",1,"M",0,69
"1082","3","H3","3β","C/CY","Control",2,"M",0,69
