Replicate,Population,Cage_Number,Treatment,Day,Mating_status,Sex,Death
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,2,Control,21,Virgin,M,0
5,H3,3,Control,2,Mated,F,1
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,3,Control,21,Mated,F,0
5,H3,4,Control,4,Mated,M,1
5,H3,4,Control,18,Mated,M,1
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,4,Control,21,Mated,M,0
5,H3,5,Control,11,Cohabit,M,1
5,H3,5,Control,11,Cohabit,M,1
5,H3,5,Control,11,Cohabit,M,1
5,H3,5,Control,13,Cohabit,M,1
5,H3,5,Control,13,Cohabit,M,1
5,H3,5,Control,18,Cohabit,M,1
5,H3,5,Control,18,Cohabit,M,1
5,H3,5,Control,18,Cohabit,M,1
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,21,Cohabit,M,0
5,H3,5,Control,11,Cohabit,F,1
5,H3,5,Control,12,Cohabit,F,1
5,H3,5,Control,18,Cohabit,F,1
5,H3,5,Control,19,Cohabit,F,1
5,H3,5,Control,19,Cohabit,F,1
5,H3,5,Control,20,Cohabit,F,1
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,5,Control,21,Cohabit,F,0
5,H3,6,Control,8,Cohabit,M,1
5,H3,6,Control,9,Cohabit,M,1
5,H3,6,Control,9,Cohabit,M,1
5,H3,6,Control,13,Cohabit,M,1
5,H3,6,Control,14,Cohabit,M,1
5,H3,6,Control,16,Cohabit,M,1
5,H3,6,Control,18,Cohabit,M,1
5,H3,6,Control,18,Cohabit,M,1
5,H3,6,Control,19,Cohabit,M,1
5,H3,6,Control,20,Cohabit,M,1
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,21,Cohabit,M,0
5,H3,6,Control,3,Cohabit,F,1
5,H3,6,Control,11,Cohabit,F,1
5,H3,6,Control,11,Cohabit,F,1
5,H3,6,Control,12,Cohabit,F,1
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,6,Control,21,Cohabit,F,0
5,H3,7,Fungal,4,Virgin,F,1
5,H3,7,Fungal,5,Virgin,F,1
5,H3,7,Fungal,9,Virgin,F,1
5,H3,7,Fungal,10,Virgin,F,1
5,H3,7,Fungal,10,Virgin,F,1
5,H3,7,Fungal,11,Virgin,F,1
5,H3,7,Fungal,11,Virgin,F,1
5,H3,7,Fungal,11,Virgin,F,1
5,H3,7,Fungal,11,Virgin,F,1
5,H3,7,Fungal,12,Virgin,F,1
5,H3,7,Fungal,13,Virgin,F,1
5,H3,7,Fungal,13,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,14,Virgin,F,1
5,H3,7,Fungal,15,Virgin,F,1
5,H3,7,Fungal,15,Virgin,F,1
5,H3,7,Fungal,15,Virgin,F,1
5,H3,7,Fungal,15,Virgin,F,1
5,H3,7,Fungal,15,Virgin,F,1
5,H3,7,Fungal,15,Virgin,F,1
5,H3,7,Fungal,16,Virgin,F,1
5,H3,7,Fungal,16,Virgin,F,1
5,H3,7,Fungal,17,Virgin,F,1
5,H3,7,Fungal,17,Virgin,F,1
5,H3,7,Fungal,17,Virgin,F,1
5,H3,7,Fungal,18,Virgin,F,1
5,H3,7,Fungal,18,Virgin,F,1
5,H3,7,Fungal,19,Virgin,F,1
5,H3,7,Fungal,20,Virgin,F,1
5,H3,7,Fungal,20,Virgin,F,1
5,H3,7,Fungal,20,Virgin,F,1
5,H3,7,Fungal,20,Virgin,F,1
5,H3,7,Fungal,20,Virgin,F,1
5,H3,7,Fungal,20,Virgin,F,1
5,H3,7,Fungal,21,Virgin,F,1
5,H3,7,Fungal,21,Virgin,F,1
5,H3,7,Fungal,21,Virgin,F,1
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,7,Fungal,21,Virgin,F,0
5,H3,8,Fungal,2,Virgin,M,1
5,H3,8,Fungal,7,Virgin,M,1
5,H3,8,Fungal,7,Virgin,M,1
5,H3,8,Fungal,8,Virgin,M,1
5,H3,8,Fungal,8,Virgin,M,1
5,H3,8,Fungal,8,Virgin,M,1
5,H3,8,Fungal,8,Virgin,M,1
5,H3,8,Fungal,8,Virgin,M,1
5,H3,8,Fungal,8,Virgin,M,1
5,H3,8,Fungal,9,Virgin,M,1
5,H3,8,Fungal,9,Virgin,M,1
5,H3,8,Fungal,10,Virgin,M,1
5,H3,8,Fungal,10,Virgin,M,1
5,H3,8,Fungal,11,Virgin,M,1
5,H3,8,Fungal,11,Virgin,M,1
5,H3,8,Fungal,12,Virgin,M,1
5,H3,8,Fungal,12,Virgin,M,1
5,H3,8,Fungal,13,Virgin,M,1
5,H3,8,Fungal,14,Virgin,M,1
5,H3,8,Fungal,14,Virgin,M,1
5,H3,8,Fungal,14,Virgin,M,1
5,H3,8,Fungal,14,Virgin,M,1
5,H3,8,Fungal,14,Virgin,M,1
5,H3,8,Fungal,15,Virgin,M,1
5,H3,8,Fungal,15,Virgin,M,1
5,H3,8,Fungal,16,Virgin,M,1
5,H3,8,Fungal,16,Virgin,M,1
5,H3,8,Fungal,16,Virgin,M,1
5,H3,8,Fungal,16,Virgin,M,1
5,H3,8,Fungal,17,Virgin,M,1
5,H3,8,Fungal,17,Virgin,M,1
5,H3,8,Fungal,18,Virgin,M,1
5,H3,8,Fungal,18,Virgin,M,1
5,H3,8,Fungal,18,Virgin,M,1
5,H3,8,Fungal,18,Virgin,M,1
5,H3,8,Fungal,19,Virgin,M,1
5,H3,8,Fungal,21,Virgin,M,1
5,H3,8,Fungal,21,Virgin,M,1
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,8,Fungal,21,Virgin,M,0
5,H3,9,Fungal,7,Mated,F,1
5,H3,9,Fungal,8,Mated,F,1
5,H3,9,Fungal,8,Mated,F,1
5,H3,9,Fungal,8,Mated,F,1
5,H3,9,Fungal,9,Mated,F,1
5,H3,9,Fungal,9,Mated,F,1
5,H3,9,Fungal,9,Mated,F,1
5,H3,9,Fungal,9,Mated,F,1
5,H3,9,Fungal,9,Mated,F,1
5,H3,9,Fungal,10,Mated,F,1
5,H3,9,Fungal,10,Mated,F,1
5,H3,9,Fungal,10,Mated,F,1
5,H3,9,Fungal,10,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,11,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,12,Mated,F,1
5,H3,9,Fungal,13,Mated,F,1
5,H3,9,Fungal,13,Mated,F,1
5,H3,9,Fungal,13,Mated,F,1
5,H3,9,Fungal,13,Mated,F,1
5,H3,9,Fungal,13,Mated,F,1
5,H3,9,Fungal,14,Mated,F,1
5,H3,9,Fungal,14,Mated,F,1
5,H3,9,Fungal,14,Mated,F,1
5,H3,9,Fungal,14,Mated,F,1
5,H3,9,Fungal,14,Mated,F,1
5,H3,9,Fungal,14,Mated,F,1
5,H3,9,Fungal,15,Mated,F,1
5,H3,9,Fungal,15,Mated,F,1
5,H3,9,Fungal,15,Mated,F,1
5,H3,9,Fungal,16,Mated,F,1
5,H3,9,Fungal,16,Mated,F,1
5,H3,9,Fungal,17,Mated,F,1
5,H3,9,Fungal,17,Mated,F,1
5,H3,9,Fungal,17,Mated,F,1
5,H3,9,Fungal,18,Mated,F,1
5,H3,9,Fungal,18,Mated,F,1
5,H3,9,Fungal,18,Mated,F,1
5,H3,9,Fungal,18,Mated,F,1
5,H3,9,Fungal,19,Mated,F,1
5,H3,9,Fungal,19,Mated,F,1
5,H3,9,Fungal,20,Mated,F,1
5,H3,9,Fungal,21,Mated,F,1
5,H3,9,Fungal,21,Mated,F,0
5,H3,10,Fungal,6,Mated,M,1
5,H3,10,Fungal,6,Mated,M,1
5,H3,10,Fungal,7,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,8,Mated,M,1
5,H3,10,Fungal,9,Mated,M,1
5,H3,10,Fungal,9,Mated,M,1
5,H3,10,Fungal,9,Mated,M,1
5,H3,10,Fungal,10,Mated,M,1
5,H3,10,Fungal,10,Mated,M,1
5,H3,10,Fungal,10,Mated,M,1
5,H3,10,Fungal,10,Mated,M,1
5,H3,10,Fungal,10,Mated,M,1
5,H3,10,Fungal,11,Mated,M,1
5,H3,10,Fungal,12,Mated,M,1
5,H3,10,Fungal,12,Mated,M,1
5,H3,10,Fungal,12,Mated,M,1
5,H3,10,Fungal,13,Mated,M,1
5,H3,10,Fungal,14,Mated,M,1
5,H3,10,Fungal,14,Mated,M,1
5,H3,10,Fungal,14,Mated,M,1
5,H3,10,Fungal,14,Mated,M,1
5,H3,10,Fungal,14,Mated,M,1
5,H3,10,Fungal,14,Mated,M,1
5,H3,10,Fungal,15,Mated,M,1
5,H3,10,Fungal,16,Mated,M,1
5,H3,10,Fungal,16,Mated,M,1
5,H3,10,Fungal,16,Mated,M,1
5,H3,10,Fungal,16,Mated,M,1
5,H3,10,Fungal,16,Mated,M,1
5,H3,10,Fungal,17,Mated,M,1
5,H3,10,Fungal,17,Mated,M,1
5,H3,10,Fungal,17,Mated,M,1
5,H3,10,Fungal,17,Mated,M,1
5,H3,10,Fungal,17,Mated,M,1
5,H3,10,Fungal,17,Mated,M,1
5,H3,10,Fungal,18,Mated,M,1
5,H3,10,Fungal,18,Mated,M,1
5,H3,10,Fungal,19,Mated,M,1
5,H3,10,Fungal,21,Mated,M,1
5,H3,10,Fungal,21,Mated,M,0
5,H3,10,Fungal,21,Mated,M,0
5,H3,10,Fungal,21,Mated,M,0
5,H3,11,Fungal,3,Cohabit,M,1
5,H3,11,Fungal,6,Cohabit,M,1
5,H3,11,Fungal,7,Cohabit,M,1
5,H3,11,Fungal,7,Cohabit,M,1
5,H3,11,Fungal,8,Cohabit,M,1
5,H3,11,Fungal,8,Cohabit,M,1
5,H3,11,Fungal,8,Cohabit,M,1
5,H3,11,Fungal,8,Cohabit,M,1
5,H3,11,Fungal,9,Cohabit,M,1
5,H3,11,Fungal,9,Cohabit,M,1
5,H3,11,Fungal,9,Cohabit,M,1
5,H3,11,Fungal,9,Cohabit,M,1
5,H3,11,Fungal,10,Cohabit,M,1
5,H3,11,Fungal,10,Cohabit,M,1
5,H3,11,Fungal,10,Cohabit,M,1
5,H3,11,Fungal,10,Cohabit,M,1
5,H3,11,Fungal,10,Cohabit,M,1
5,H3,11,Fungal,10,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,11,Cohabit,M,1
5,H3,11,Fungal,12,Cohabit,M,1
5,H3,11,Fungal,12,Cohabit,M,1
5,H3,11,Fungal,14,Cohabit,M,1
5,H3,11,Fungal,16,Cohabit,M,1
5,H3,11,Fungal,7,Cohabit,F,1
5,H3,11,Fungal,8,Cohabit,F,1
5,H3,11,Fungal,8,Cohabit,F,1
5,H3,11,Fungal,8,Cohabit,F,1
5,H3,11,Fungal,9,Cohabit,F,1
5,H3,11,Fungal,9,Cohabit,F,1
5,H3,11,Fungal,9,Cohabit,F,1
5,H3,11,Fungal,9,Cohabit,F,1
5,H3,11,Fungal,9,Cohabit,F,1
5,H3,11,Fungal,10,Cohabit,F,1
5,H3,11,Fungal,11,Cohabit,F,1
5,H3,11,Fungal,11,Cohabit,F,1
5,H3,11,Fungal,11,Cohabit,F,1
5,H3,11,Fungal,12,Cohabit,F,1
5,H3,11,Fungal,12,Cohabit,F,1
5,H3,11,Fungal,12,Cohabit,F,1
5,H3,11,Fungal,12,Cohabit,F,1
5,H3,11,Fungal,15,Cohabit,F,1
5,H3,11,Fungal,15,Cohabit,F,1
5,H3,11,Fungal,15,Cohabit,F,1
5,H3,11,Fungal,15,Cohabit,F,1
5,H3,11,Fungal,17,Cohabit,F,1
5,H3,11,Fungal,17,Cohabit,F,1
5,H3,11,Fungal,18,Cohabit,F,1
5,H3,11,Fungal,19,Cohabit,F,1
5,H3,11,Fungal,21,Cohabit,F,0
5,H3,11,Fungal,21,Cohabit,F,0
5,H3,12,Fungal,6,Cohabit,M,1
5,H3,12,Fungal,6,Cohabit,M,1
5,H3,12,Fungal,7,Cohabit,M,1
5,H3,12,Fungal,7,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,8,Cohabit,M,1
5,H3,12,Fungal,9,Cohabit,M,1
5,H3,12,Fungal,9,Cohabit,M,1
5,H3,12,Fungal,9,Cohabit,M,1
5,H3,12,Fungal,10,Cohabit,M,1
5,H3,12,Fungal,10,Cohabit,M,1
5,H3,12,Fungal,10,Cohabit,M,1
5,H3,12,Fungal,10,Cohabit,M,1
5,H3,12,Fungal,11,Cohabit,M,1
5,H3,12,Fungal,11,Cohabit,M,1
5,H3,12,Fungal,11,Cohabit,M,1
5,H3,12,Fungal,11,Cohabit,M,1
5,H3,12,Fungal,12,Cohabit,M,1
5,H3,12,Fungal,12,Cohabit,M,1
5,H3,12,Fungal,13,Cohabit,M,1
5,H3,12,Fungal,14,Cohabit,M,1
5,H3,12,Fungal,15,Cohabit,M,1
5,H3,12,Fungal,16,Cohabit,M,1
5,H3,12,Fungal,4,Cohabit,F,1
5,H3,12,Fungal,7,Cohabit,F,1
5,H3,12,Fungal,7,Cohabit,F,1
5,H3,12,Fungal,7,Cohabit,F,1
5,H3,12,Fungal,8,Cohabit,F,1
5,H3,12,Fungal,8,Cohabit,F,1
5,H3,12,Fungal,8,Cohabit,F,1
5,H3,12,Fungal,8,Cohabit,F,1
5,H3,12,Fungal,9,Cohabit,F,1
5,H3,12,Fungal,10,Cohabit,F,1
5,H3,12,Fungal,10,Cohabit,F,1
5,H3,12,Fungal,10,Cohabit,F,1
5,H3,12,Fungal,10,Cohabit,F,1
5,H3,12,Fungal,11,Cohabit,F,1
5,H3,12,Fungal,11,Cohabit,F,1
5,H3,12,Fungal,12,Cohabit,F,1
5,H3,12,Fungal,12,Cohabit,F,1
5,H3,12,Fungal,13,Cohabit,F,1
5,H3,12,Fungal,13,Cohabit,F,1
5,H3,12,Fungal,13,Cohabit,F,1
5,H3,12,Fungal,13,Cohabit,F,1
5,H3,12,Fungal,14,Cohabit,F,1
5,H3,12,Fungal,14,Cohabit,F,1
5,H3,12,Fungal,15,Cohabit,F,1
5,H3,12,Fungal,16,Cohabit,F,1
5,H3,12,Fungal,16,Cohabit,F,1
5,H3,12,Fungal,16,Cohabit,F,1
5,H3,12,Fungal,20,Cohabit,F,1
