Replicate,Population,Cage_Number,Treatment,Day,Mating_status,Sex,Death
2,H3,12,Inoculated,7,Cohabit,M,1
2,H3,12,Inoculated,7,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,8,Cohabit,M,1
2,H3,12,Inoculated,9,Cohabit,M,1
2,H3,12,Inoculated,10,Cohabit,M,1
2,H3,12,Inoculated,10,Cohabit,M,1
2,H3,12,Inoculated,11,Cohabit,M,1
2,H3,12,Inoculated,2,Cohabit,F,1
2,H3,12,Inoculated,4,Cohabit,F,1
2,H3,12,Inoculated,5,Cohabit,F,1
2,H3,12,Inoculated,5,Cohabit,F,1
2,H3,12,Inoculated,6,Cohabit,F,1
2,H3,12,Inoculated,6,Cohabit,F,1
2,H3,12,Inoculated,7,Cohabit,F,1
2,H3,12,Inoculated,7,Cohabit,F,1
2,H3,12,Inoculated,7,Cohabit,F,1
2,H3,12,Inoculated,8,Cohabit,F,1
2,H3,12,Inoculated,8,Cohabit,F,1
2,H3,12,Inoculated,9,Cohabit,F,1
2,H3,12,Inoculated,9,Cohabit,F,1
2,H3,12,Inoculated,9,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,10,Cohabit,F,1
2,H3,12,Inoculated,11,Cohabit,F,1
2,H3,12,Inoculated,11,Cohabit,F,1
2,H3,12,Inoculated,11,Cohabit,F,1
2,H3,12,Inoculated,12,Cohabit,F,1
2,H3,12,Inoculated,13,Cohabit,F,1
2,H3,14,Inoculated,3,Virgin CO2,M,1
2,H3,14,Inoculated,4,Virgin CO2,M,1
2,H3,14,Inoculated,6,Virgin CO2,M,1
2,H3,14,Inoculated,7,Virgin CO2,M,1
2,H3,14,Inoculated,7,Virgin CO2,M,1
2,H3,14,Inoculated,7,Virgin CO2,M,1
2,H3,14,Inoculated,9,Virgin CO2,M,1
2,H3,14,Inoculated,9,Virgin CO2,M,1
2,H3,14,Inoculated,9,Virgin CO2,M,1
2,H3,14,Inoculated,10,Virgin CO2,M,1
2,H3,14,Inoculated,10,Virgin CO2,M,1
2,H3,14,Inoculated,10,Virgin CO2,M,1
2,H3,14,Inoculated,11,Virgin CO2,M,1
2,H3,14,Inoculated,11,Virgin CO2,M,1
2,H3,14,Inoculated,11,Virgin CO2,M,1
2,H3,14,Inoculated,11,Virgin CO2,M,1
2,H3,14,Inoculated,12,Virgin CO2,M,1
2,H3,14,Inoculated,12,Virgin CO2,M,1
2,H3,14,Inoculated,12,Virgin CO2,M,1
2,H3,14,Inoculated,12,Virgin CO2,M,1
2,H3,14,Inoculated,13,Virgin CO2,M,1
2,H3,14,Inoculated,13,Virgin CO2,M,1
2,H3,14,Inoculated,13,Virgin CO2,M,1
2,H3,14,Inoculated,13,Virgin CO2,M,1
2,H3,14,Inoculated,14,Virgin CO2,M,1
2,H3,14,Inoculated,14,Virgin CO2,M,1
2,H3,14,Inoculated,14,Virgin CO2,M,1
2,H3,14,Inoculated,14,Virgin CO2,M,1
2,H3,14,Inoculated,14,Virgin CO2,M,1
2,H3,14,Inoculated,15,Virgin CO2,M,1
2,H3,14,Inoculated,15,Virgin CO2,M,1
2,H3,14,Inoculated,15,Virgin CO2,M,1
2,H3,14,Inoculated,15,Virgin CO2,M,1
2,H3,14,Inoculated,16,Virgin CO2,M,1
2,H3,14,Inoculated,16,Virgin CO2,M,1
2,H3,14,Inoculated,17,Virgin CO2,M,1
2,H3,14,Inoculated,17,Virgin CO2,M,1
2,H3,14,Inoculated,17,Virgin CO2,M,1
2,H3,14,Inoculated,17,Virgin CO2,M,1
2,H3,14,Inoculated,17,Virgin CO2,M,1
2,H3,14,Inoculated,18,Virgin CO2,M,1
2,H3,14,Inoculated,18,Virgin CO2,M,1
2,H3,14,Inoculated,19,Virgin CO2,M,1
2,H3,14,Inoculated,19,Virgin CO2,M,1
2,H3,14,Inoculated,20,Virgin CO2,M,1
2,H3,14,Inoculated,20,Virgin CO2,M,1
2,H3,14,Inoculated,21,Virgin CO2,M,0
2,H3,14,Inoculated,21,Virgin CO2,M,0
2,H3,14,Inoculated,21,Virgin CO2,M,0
2,H3,14,Inoculated,21,Virgin CO2,M,0
3,H3,1,Control,8,Virgin,F,1
3,H3,1,Control,18,Virgin,F,1
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,1,Control,21,Virgin,F,0
3,H3,2,Control,2,Virgin,M,1
3,H3,2,Control,4,Virgin,M,1
3,H3,2,Control,8,Virgin,M,1
3,H3,2,Control,11,Virgin,M,1
3,H3,2,Control,14,Virgin,M,1
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,2,Control,21,Virgin,M,0
3,H3,3,Control,1,Mated,F,1
3,H3,3,Control,5,Mated,F,1
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,3,Control,21,Mated,F,0
3,H3,4,Control,6,Mated,M,1
3,H3,4,Control,17,Mated,M,1
3,H3,4,Control,19,Mated,M,1
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,4,Control,21,Mated,M,0
3,H3,5,Control,3,Cohabit,M,1
3,H3,5,Control,4,Cohabit,M,1
3,H3,5,Control,8,Cohabit,M,1
3,H3,5,Control,11,Cohabit,M,1
3,H3,5,Control,14,Cohabit,M,1
3,H3,5,Control,18,Cohabit,M,1
3,H3,5,Control,20,Cohabit,M,1
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,21,Cohabit,M,0
3,H3,5,Control,4,Cohabit,F,1
3,H3,5,Control,5,Cohabit,F,1
3,H3,5,Control,18,Cohabit,F,1
3,H3,5,Control,21,Cohabit,F,1
3,H3,5,Control,21,Cohabit,F,1
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,5,Control,21,Cohabit,F,0
3,H3,6,Control,3,Cohabit,M,1
3,H3,6,Control,6,Cohabit,M,1
3,H3,6,Control,10,Cohabit,M,1
3,H3,6,Control,12,Cohabit,M,1
3,H3,6,Control,14,Cohabit,M,1
3,H3,6,Control,14,Cohabit,M,1
3,H3,6,Control,15,Cohabit,M,1
3,H3,6,Control,18,Cohabit,M,1
3,H3,6,Control,19,Cohabit,M,1
3,H3,6,Control,20,Cohabit,M,1
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,21,Cohabit,M,0
3,H3,6,Control,9,Cohabit,F,1
3,H3,6,Control,13,Cohabit,F,1
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,6,Control,21,Cohabit,F,0
3,H3,7,Inoculated,6,Virgin,F,1
3,H3,7,Inoculated,6,Virgin,F,1
3,H3,7,Inoculated,7,Virgin,F,1
3,H3,7,Inoculated,8,Virgin,F,1
3,H3,7,Inoculated,9,Virgin,F,1
3,H3,7,Inoculated,9,Virgin,F,1
3,H3,7,Inoculated,9,Virgin,F,1
3,H3,7,Inoculated,9,Virgin,F,1
3,H3,7,Inoculated,10,Virgin,F,1
3,H3,7,Inoculated,10,Virgin,F,1
3,H3,7,Inoculated,10,Virgin,F,1
3,H3,7,Inoculated,10,Virgin,F,1
3,H3,7,Inoculated,11,Virgin,F,1
3,H3,7,Inoculated,12,Virgin,F,1
3,H3,7,Inoculated,12,Virgin,F,1
3,H3,7,Inoculated,12,Virgin,F,1
3,H3,7,Inoculated,12,Virgin,F,1
3,H3,7,Inoculated,12,Virgin,F,1
3,H3,7,Inoculated,13,Virgin,F,1
3,H3,7,Inoculated,13,Virgin,F,1
3,H3,7,Inoculated,14,Virgin,F,1
3,H3,7,Inoculated,14,Virgin,F,1
3,H3,7,Inoculated,14,Virgin,F,1
3,H3,7,Inoculated,14,Virgin,F,1
3,H3,7,Inoculated,14,Virgin,F,1
3,H3,7,Inoculated,15,Virgin,F,1
3,H3,7,Inoculated,15,Virgin,F,1
3,H3,7,Inoculated,15,Virgin,F,1
3,H3,7,Inoculated,16,Virgin,F,1
3,H3,7,Inoculated,16,Virgin,F,1
3,H3,7,Inoculated,16,Virgin,F,1
3,H3,7,Inoculated,16,Virgin,F,1
3,H3,7,Inoculated,17,Virgin,F,1
3,H3,7,Inoculated,17,Virgin,F,1
3,H3,7,Inoculated,17,Virgin,F,1
3,H3,7,Inoculated,17,Virgin,F,1
3,H3,7,Inoculated,18,Virgin,F,1
3,H3,7,Inoculated,19,Virgin,F,1
3,H3,7,Inoculated,20,Virgin,F,1
3,H3,7,Inoculated,20,Virgin,F,1
3,H3,7,Inoculated,20,Virgin,F,1
3,H3,7,Inoculated,21,Virgin,F,1
3,H3,7,Inoculated,21,Virgin,F,1
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,7,Inoculated,21,Virgin,F,0
3,H3,8,Inoculated,5,Virgin,M,1
3,H3,8,Inoculated,7,Virgin,M,1
3,H3,8,Inoculated,7,Virgin,M,1
3,H3,8,Inoculated,8,Virgin,M,1
3,H3,8,Inoculated,8,Virgin,M,1
3,H3,8,Inoculated,8,Virgin,M,1
3,H3,8,Inoculated,8,Virgin,M,1
3,H3,8,Inoculated,8,Virgin,M,1
3,H3,8,Inoculated,9,Virgin,M,1
3,H3,8,Inoculated,9,Virgin,M,1
3,H3,8,Inoculated,10,Virgin,M,1
3,H3,8,Inoculated,10,Virgin,M,1
3,H3,8,Inoculated,10,Virgin,M,1
3,H3,8,Inoculated,10,Virgin,M,1
3,H3,8,Inoculated,10,Virgin,M,1
3,H3,8,Inoculated,11,Virgin,M,1
3,H3,8,Inoculated,11,Virgin,M,1
3,H3,8,Inoculated,11,Virgin,M,1
3,H3,8,Inoculated,12,Virgin,M,1
3,H3,8,Inoculated,12,Virgin,M,1
3,H3,8,Inoculated,12,Virgin,M,1
3,H3,8,Inoculated,13,Virgin,M,1
3,H3,8,Inoculated,13,Virgin,M,1
3,H3,8,Inoculated,13,Virgin,M,1
3,H3,8,Inoculated,13,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,14,Virgin,M,1
3,H3,8,Inoculated,15,Virgin,M,1
3,H3,8,Inoculated,15,Virgin,M,1
3,H3,8,Inoculated,15,Virgin,M,1
3,H3,8,Inoculated,16,Virgin,M,1
3,H3,8,Inoculated,16,Virgin,M,1
3,H3,8,Inoculated,16,Virgin,M,1
3,H3,8,Inoculated,16,Virgin,M,1
3,H3,8,Inoculated,17,Virgin,M,1
3,H3,8,Inoculated,17,Virgin,M,1
3,H3,8,Inoculated,17,Virgin,M,1
3,H3,8,Inoculated,17,Virgin,M,1
3,H3,8,Inoculated,18,Virgin,M,1
3,H3,8,Inoculated,18,Virgin,M,1
3,H3,8,Inoculated,18,Virgin,M,1
3,H3,8,Inoculated,18,Virgin,M,1
3,H3,8,Inoculated,20,Virgin,M,1
3,H3,8,Inoculated,21,Virgin,M,1
3,H3,8,Inoculated,21,Virgin,M,1
3,H3,8,Inoculated,21,Virgin,M,0
3,H3,8,Inoculated,21,Virgin,M,0
3,H3,8,Inoculated,21,Virgin,M,0
3,H3,8,Inoculated,21,Virgin,M,0
3,H3,8,Inoculated,21,Virgin,M,0
3,H3,8,Inoculated,21,Virgin,M,0
3,H3,9,Inoculated,2,Mated,F,1
3,H3,9,Inoculated,3,Mated,F,1
3,H3,9,Inoculated,6,Mated,F,1
3,H3,9,Inoculated,6,Mated,F,1
3,H3,9,Inoculated,6,Mated,F,1
3,H3,9,Inoculated,7,Mated,F,1
3,H3,9,Inoculated,7,Mated,F,1
3,H3,9,Inoculated,7,Mated,F,1
3,H3,9,Inoculated,7,Mated,F,1
3,H3,9,Inoculated,7,Mated,F,1
3,H3,9,Inoculated,8,Mated,F,1
3,H3,9,Inoculated,8,Mated,F,1
3,H3,9,Inoculated,8,Mated,F,1
3,H3,9,Inoculated,9,Mated,F,1
3,H3,9,Inoculated,9,Mated,F,1
3,H3,9,Inoculated,9,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,10,Mated,F,1
3,H3,9,Inoculated,11,Mated,F,1
3,H3,9,Inoculated,11,Mated,F,1
3,H3,9,Inoculated,11,Mated,F,1
3,H3,9,Inoculated,12,Mated,F,1
3,H3,9,Inoculated,12,Mated,F,1
3,H3,9,Inoculated,12,Mated,F,1
3,H3,9,Inoculated,12,Mated,F,1
3,H3,9,Inoculated,13,Mated,F,1
3,H3,9,Inoculated,13,Mated,F,1
3,H3,9,Inoculated,14,Mated,F,1
3,H3,9,Inoculated,15,Mated,F,1
3,H3,9,Inoculated,15,Mated,F,1
3,H3,9,Inoculated,16,Mated,F,1
3,H3,9,Inoculated,16,Mated,F,1
3,H3,9,Inoculated,16,Mated,F,1
3,H3,9,Inoculated,18,Mated,F,1
3,H3,9,Inoculated,19,Mated,F,1
3,H3,9,Inoculated,19,Mated,F,1
3,H3,9,Inoculated,20,Mated,F,1
3,H3,9,Inoculated,20,Mated,F,1
3,H3,9,Inoculated,21,Mated,F,1
3,H3,9,Inoculated,21,Mated,F,0
3,H3,9,Inoculated,21,Mated,F,0
3,H3,9,Inoculated,21,Mated,F,0
3,H3,10,Inoculated,1,Mated,M,1
3,H3,10,Inoculated,4,Mated,M,1
3,H3,10,Inoculated,4,Mated,M,1
3,H3,10,Inoculated,4,Mated,M,1
3,H3,10,Inoculated,5,Mated,M,1
3,H3,10,Inoculated,6,Mated,M,1
